Values: 
First vector      Second vector
4.6983721     2.5628165
-2.3182362     2.2490598
-0.84237489     -0.25281598
-4.4455857     1.1374414
-0.093808152     4.0447487
4.3521427     4.1827662
-1.9617473     2.9010178
-2.7377259     -0.51048138
0.10108913     -2.6936807
2.1188078     4.8445261
1.5521325     -2.2733302
-0.30984437     -4.9699879
-0.53576067     4.7094415
-1.953365     -2.8489096
-2.5241493     3.0645103
-0.13628901     -0.92498084
-2.8437071     0.40252087
2.2302424     -2.1630608
0.42862097     2.5592468
-1.6802271     3.0176297
3.5707243     -4.851083
3.8494267     0.93086941
-4.1378277     4.2487594
4.1371957     4.8075678
4.0002211     4.4971458
4.3452195     -4.9167573
2.7779403     -4.7404112
0.8787705     1.4978077
-1.7176355     -3.8892064
-3.7572734     4.7391506
0.33229471     1.6230028
2.0825763     -4.3126142
-2.9404442     -0.66570323
-4.8880741     -4.3073747
-1.5693819     -1.8776992
4.9274261     -2.3093566
3.5706624     -1.4438908
2.4676828     3.4485627
-2.8286138     4.6495218
2.1219265     4.8266787
2.59899     -3.0673963
-1.4741049     -3.0369966
3.3206793     4.5259477
2.6737005     3.6196881
-0.44336263     -1.6731616
3.3825996     0.5430879
-3.7913443     -2.8781627
-0.087607446     -0.90345202
2.5951149     -1.4293577
2.7178606     4.8154041
3.4616172     3.3462163
-1.3280552     -4.4937406
4.755616     3.4258929
3.6946039     -4.2450157
-4.6762393     1.1393181
2.3568029     1.155278
1.6263008     4.5126443
-2.3411249     4.1938573
-3.8160345     -1.8693429
3.721154     -2.663563
3.0805849     0.56531767
4.4359231     0.037034628
1.6641683     -3.4703427
4.7322877     1.3376691
-3.2135022     -4.258572
-0.050252197     2.8597991
-0.35320261     3.8303166
1.473689     4.0324097
-4.9402639     1.9356181
0.85089645     -3.9463871
4.903199     -2.7000797
-1.6709217     1.8938285
4.6142075     -2.7340091
4.2424141     3.7624619
-0.68255471     -0.29112591
0.6210248     3.3761541
-3.5169112     1.3927818
4.9559369     1.393941
-0.60481675     -4.7161165
-4.168491     0.30367185
2.8200151     2.3664523
-3.0983903     -2.3817274
-0.47755232     -0.39973115
1.7363714     -3.2304693
-3.1216916     -4.0351319
-1.7612539     -3.2967351
-4.7526593     3.3064298
-2.5517162     -3.5796499
-3.4455803     -1.9698928
-4.6642768     -0.90710618
2.8312365     -0.56628088
-4.8251179     -2.1421563
4.513967     -3.2868498
-4.0585017     -2.2608825
-2.9863606     2.5311636
3.0087942     0.86084187
-0.030054803     0.90973245
0.68791523     -3.1490199
4.0165664     -4.7553785
-2.3562353     2.8251526
0.99702119     0.56215437
-4.0346725     4.2678704
-1.0160868     -4.6009706
0.85116778     -0.86785064
-3.7046659     1.0893898
-4.4459358     3.4829576
-0.47936081     -0.14985622
-4.3255315     -2.7899412
1.4436473     4.7583183
4.4934234     2.3647249
-0.79146388     1.8573383
1.8621608     -2.6873373
4.9477475     -0.64406928
2.4379263     -1.6194946
-1.3708423     4.8988325
2.2507828     3.3750665
-1.0196458     3.5169574
-3.2839708     4.4739426
-1.4910335     -1.1512137
-1.0026997     2.1836643
3.3591753     4.5087424
-4.3601854     1.6452567
-3.2368846     -1.2904193
-3.3160009     -3.8679731
-3.4742656     -1.0448321
-1.0352487     -4.720355
-0.49967732     -4.0145622
4.1601781     -0.33682982
2.491288     2.2932928
2.3630695     1.5654829
-2.8419673     -4.4850735
-4.4130146     -0.78593176
3.1041042     -1.8318087
3.8409165     -0.90891878
-2.9843301     -4.7450034
-4.3355956     1.763968
-4.1892452     -1.7058847
-1.3042022     2.9685748
-3.2351478     -4.0728955
-4.4038547     -2.1309337
2.159859     -0.064581538
4.0512453     -0.9544694
-4.326237     -1.2497535
3.4857857     -1.3529191
-3.5738882     -0.78300445
3.6896256     4.970414
0.33692489     -1.0543365
-1.6773365     -4.5696822
3.5651533     -3.1930689
-1.6668384     -0.68635645
-1.7253928     -2.4740971
-3.6843495     -4.0947828
4.5214314     -2.2045558
0.78158922     -1.4699002
-1.8303763     2.7674011
-1.2982048     -3.0851353
-4.8897542     -1.0772552
4.0667333     4.8728317
2.0892344     1.3795278
1.2105452     4.2509477
3.8074792     -4.8054768
2.2040519     0.91076824
-4.4348885     1.3877827
-2.0352845     -0.35440021
4.4793323     0.51932457
0.034103132     -3.6666352
2.1312535     4.2510013
4.0354882     1.3629236
-1.5803096     1.6365337
1.5961039     -2.2956178
1.4228012     -0.70746212
3.0221269     -1.6781644
2.1050662     1.5427795
-2.5934473     4.1911724
1.038373     -1.1675452
2.801255     -0.049952591
3.8506061     -1.020124
-2.2206223     -2.5747362
-4.9850871     -1.0501276
-2.9800263     2.7207476
1.0845674     2.7905694
-0.0060779418     -1.154888
3.3073091     -3.720428
-2.5033496     0.031526007
-3.7178857     4.7868663
2.2686932     -2.7660098
1.8257702     -0.51291974
1.7205893     4.0936555
3.3876214     -2.8811059
4.5107017     3.7789162
2.0907034     4.7071341
-0.77090595     3.372764
-4.066807     1.7342664
-4.0162939     1.974916
-2.8404868     2.7783002
-4.1926339     -0.94698835
-2.9250956     -4.1496733
0.19182534     4.7848731
-3.3390979     4.1847448
-1.952481     0.80889375
3.438777     -1.1192775
-4.9398646     -4.9008018
-3.0162718     -1.0661792
-3.0347941     3.3525832
2.79739     -4.227966
-2.0858012     -2.2451979
1.2170599     4.2117119
-2.7458163     -2.1520444
-4.1536624     -1.7220293
-4.4790116     1.1088436
0.4457275     -1.5209621
0.26966578     4.998613
3.5524936     4.0296345
-3.7119452     1.1581807
3.3034151     4.8783083
1.4561858     2.503323
2.5737192     1.6664418
0.40027502     2.3025471
2.7974179     -0.11352966
0.93758668     4.6717316
-4.2162233     -4.6483085
-1.2778866     -4.2208659
2.8418741     -0.22880084
-0.59347598     -2.1820687
0.1680501     -1.321394
-3.8210851     0.98624995
-4.834173     -0.32222819
-3.9349192     -1.6127088
-4.1310802     -2.9484204
0.17779025     -0.23220795
-4.6480978     3.5313907
4.5061386     3.5293546
4.8030032     3.6230742
3.2130702     4.1862416
0.98231751     3.2677445
0.37606134     4.1313851
-3.3221769     -4.8111138
3.5650014     3.4137672
2.8818697     2.2951853
2.3454748     0.86463386
0.63229899     4.2423253
1.0523718     -3.9867785
1.1901455     2.3382013
-2.0903582     -1.8137514
0.73892819     1.4126374
-4.4457833     4.7991478
2.9251656     1.3918024
-1.7567364     4.7267904
0.052349611     4.214434
0.69611809     -0.53653394
4.6446548     -3.7980326
4.8492384     -2.7003018
0.9699593     0.70347741
2.6464369     -0.87817389
-4.441152     0.060017083
-3.2795873     0.29025974
0.34517043     1.8268495
-0.27572252     -1.6918558
-1.2548504     -3.6207411
2.2938973     -1.707006
1.6050677     -4.3625642
4.0738568     -3.9534185
-4.0074859     -1.0747977
1.6566939     -0.044015973
-0.3760786     -2.8871365
-0.90497183     -3.922755
-0.10678898     -3.8817699
-1.4140124     -2.0933761
-1.7219644     -2.4097126
0.45207214     -4.3036821
-4.8265849     -3.6508081
3.9653989     2.4232258
1.036632     4.5288537
4.1416285     -2.5764853
4.0206769     -0.56866418
0.62682282     -1.4886294
-4.6332191     0.63783336
-1.5281092     2.7172187
1.3018945     3.926087
3.6199355     -1.6238792
1.6378191     1.843614
-0.99918955     -4.8160789
-4.95914     -1.0970148
4.9994158     -2.9993547
1.2804273     4.1948258
3.5278243     3.2784205
4.2361117     -2.2413036
1.4500972     -0.81811835
4.9204604     -0.29254447
1.7533594     4.3333015
0.71102981     -0.61657683
-1.7995386     4.154639
4.821081     -2.2029491
-4.8022279     -1.6370134
3.861475     -3.8873473
-1.8792262     0.24824846
-3.806249     2.6087648
-1.8734676     -2.1101304
-1.7418966     -0.88342877
-2.3664552     -0.13581632
-2.7329139     4.313009
-4.5545303     4.7647497
2.8299562     -0.49476211
-2.8603737     -3.96902
0.44990447     0.36087182
1.6793491     -4.1916667
1.4677732     -3.5425751
-0.96907705     4.1843953
-0.76553488     1.4231546
1.1565417     2.9964707
-0.57255207     2.0024695
3.1906407     -2.3463912
-4.4429461     2.0748687
3.0066557     4.6730534
4.9205182     -4.577623
4.2326281     -4.3717955
-1.1851041     -3.7228101
-0.60839444     -4.9139744
3.7400331     3.8701412
0.18495359     -1.942223
-1.0360453     -0.97359773
-2.7505069     0.51299538
-2.1410477     -1.2876845
-4.5054029     3.1414304
1.2129855     -1.8918766
-2.7090317     -0.69186149
2.2451674     3.6206817
1.8211163     0.7721462
3.0196841     -3.3291031
1.3749432     4.9158095
4.093772     -0.26111367
1.1014861     3.978144
2.1248062     -0.74426826
0.27657556     -2.7141078
3.9458137     -3.91215
4.4990811     -1.0191989
-4.7196893     -0.52933361
-2.9408286     3.9086478
4.4040957     -4.2402299
-3.6146921     0.1399433
3.6708659     3.0627048
3.4004596     4.1662608
3.2453456     1.5617604
4.0359383     -2.214425
3.2424171     1.8329762
2.1683093     2.8088097
1.6226072     2.5080709
-2.9785902     0.68782852
1.4860909     1.9780533
1.3752116     3.0913027
2.8933857     2.2537706
-4.7289223     4.530982
-3.6363302     -2.9108532
-3.6927451     3.7139317
3.8893313     -4.9363047
1.9535677     3.1980115
1.5441193     -0.39871775
2.3311793     0.66954876
-0.56227878     0.25680601
0.65905138     1.4090398
0.96034731     2.6720121
1.7810677     -3.6578533
-2.4916907     -1.6864533
-3.1653373     0.95221349
2.7430154     -1.556751
-2.0462513     4.0393965
-0.23665096     0.73888121
-2.2727042     -3.4104279
1.9658826     -3.0637366
-3.6085187     -3.9330376
-1.9753081     -2.0556674
-4.9597827     -3.6184517
2.4397447     -3.2744742
1.508974     3.0380975
0.19084191     -4.1148157
1.9736803     3.6502104
-0.44645027     3.8917447
0.32014115     -1.7658203
-3.188742     0.59135177
-2.5045071     -1.2269219
-3.9765739     4.8691653
-2.4667108     -0.8196455
-0.6332231     2.3228695
-1.161586     -2.0474576
3.4881113     -3.7327186
-0.23069621     2.8511104
4.9804108     2.9446762
-4.7270047     4.5931306
-1.6450692     -4.5297917
1.0593775     4.7405717
1.9139981     1.7448451
-2.9918838     -2.911052
3.6334933     3.6553738
2.2112     -4.7983185
-1.2534892     -1.8673896
-0.016947115     2.2918336
2.1494113     -3.7398469
3.0061328     -1.6921255
-0.86306116     -1.7082518
1.1541218     -1.8609253
2.8384468     1.704484
0.37430888     2.2163532
2.2978266     1.3948188
1.36199     -3.9798992
-3.8527715     0.56079794
-0.33036832     2.4360437
-4.0827855     2.9706476
0.45638232     4.7046834
-2.9419509     4.0078616
2.3511648     2.8997178
-1.0251663     4.0910259
-3.8541515     -3.5083336
-2.8529249     -3.6950778
-4.3064395     -4.1046956
0.96743587     4.5694354
-3.791545     3.5557083
3.222305     -0.27964606
1.7260331     -3.3599393
2.6594369     -2.5840856
0.37360017     2.229722
-2.9452235     0.84124518
-3.5552223     -0.42774347
-0.82851666     -1.0413608
-0.49056972     1.2429364
0.60106567     2.8282753
-1.9876247     3.0632473
2.0218909     -1.5635065
-4.793953     -1.1299487
-1.8244211     -3.6541649
-0.64539175     2.4640257
-4.9062849     4.9727652
-2.1847686     4.7047089
2.8756844     4.7816915
-3.4604752     -1.1206262
4.1809541     0.037112553
-0.40256678     -3.8133298
0.995562     3.485467
-3.4798119     1.4078779
2.0953929     -4.1875301
2.2068108     -4.9661792
3.5902729     4.8597629
-3.0633003     -1.635623
1.1431742     4.10209
-4.7476471     -3.7773375
-3.4420276     2.4534996
-3.9908828     -3.8470207
4.390784     0.0032907556
-3.2962241     3.5639616
-1.6781918     0.27047944
-0.54471775     -1.8477175
-3.4636146     -1.8506513
3.5292078     -0.97463477
4.3908272     -0.90342341
2.6916672     -1.3689561
1.4126315     3.6962187
4.2731763     -0.86555283
4.2962835     -0.62013779
3.0868118     -1.4703554
-1.6444863     -1.741748
-4.0302391     2.202497
-4.9360452     -0.89614466
4.0143036     -4.3770196
3.947282     -0.40455162
-1.6262313     -0.77011083
-2.8219002     -4.0266238
-2.5174479     -0.4927846
-0.68207622     -0.82787775
-0.58648499     -3.4683586
-4.8988519     2.4925792
4.5237075     4.092342
-4.2579164     0.13169917
-4.0969765     -4.6787651
-3.8225143     -3.5007751
3.5272494     -2.5400319
4.1331393     2.9040925
4.5656209     -1.5188459
1.8705914     0.8755972
-0.83724281     4.7488644
-4.9345813     0.65303474
2.433287     2.4605558
-2.2385138     4.3495518
3.0754903     0.10984014
-0.83025694     -3.4428289
4.9306412     -2.134476
-2.3157099     2.8287675
-4.3918203     2.1012292
1.2502804     3.7714741
-1.5588887     2.1768564
-0.55346491     -3.189246
1.0071185     -0.79536307
-4.889453     -2.0546882
1.4067171     1.984604
2.5234924     -0.56034094
3.7106415     -4.0394906
3.567791     -1.9115966
-0.21775347     0.79654313
-1.8880823     -4.7728032
0.4121467     2.7458916
-2.0559457     2.2270791
0.58201079     2.3909039
-2.784345     3.8109036
-1.2054322     -1.7342879
1.4765256     4.4900316
-0.024896637     -3.9101394
4.5671289     4.2512485
-1.2401829     -0.35119206
-1.1366514     4.5280873
-2.7680949     4.0205566
-4.8932125     1.6675966
4.3755123     -4.829757
-4.9778699     -4.7539495
1.0526795     -3.9790235
-1.1102379     -3.2645328
1.0595884     1.1712252
-2.2689328     -2.4486245
-4.6642458     -1.6200931
2.2130416     4.5347518
-3.9213185     3.7553072
-0.50457709     -2.3896932
2.5938821     3.0490517
-2.5860324     -1.5222747
2.3365774     -2.2752157
3.8901123     2.7754651
-2.0883029     -3.5284786
-0.41702493     2.2972529
2.8657073     2.1871389
-2.2372244     -4.835459
-1.1849085     0.39091459
-1.6109568     3.3623218
-0.0495961     3.4368468
4.107558     0.59288373
-1.3321862     2.8775117
-1.8802989     0.68049369
-4.1533647     -4.2684826
4.3615858     0.29436197
1.6096857     1.3797069
0.9430304     4.9290693
3.2532361     1.1493032
2.4068348     0.2063175
2.2044676     -3.7712959
1.825345     2.1795614
1.7475498     1.6633723
-0.27178028     -4.4264799
-1.2389807     1.2470087
-3.8570176     0.3366953
1.5459634     4.5669468
4.554681     3.9717372
4.0615437     -3.5494086
-1.2365823     1.8216518
0.33315022     2.1555919
3.2398978     -4.9574065
1.8102956     2.4120162
4.1803923     0.80237876
-4.7910441     3.3717407
0.97066091     -2.252313
-1.8482851     -4.9416028
-0.18139212     -3.3152222
-1.2489475     0.13301213
4.7596895     -3.3221259
3.669528     2.269353
-0.89023158     1.801299
-1.3662171     -2.0444826
-0.38940719     1.9034021
-3.4801021     -4.2402781
0.90765896     -0.1671578
3.0819956     4.6584687
-3.9602859     1.982112
-0.26046781     -3.9174816
-2.8112956     -0.75831608
-3.1084695     -3.9212891
-1.1422244     -4.1640468
0.54099618     -4.8266111
4.9652479     4.9919291
1.4288915     1.0386254
2.2489496     2.7577829
-3.0286161     -3.9888699
-2.7195326     -1.155803
2.0386146     -1.6261061
4.4616687     3.0675516
0.38050236     3.0764617
-3.8266565     -2.001403
-1.2169595     2.384154
2.9476959     2.8971301
-0.84204826     3.9500124
1.8533331     -4.6442838
3.7355657     0.75684236
-4.2782191     1.675915
3.1593357     -0.49344961
2.9770786     -1.2946423
2.9187099     1.0788864
-4.8443256     -1.6844625
1.2862469     -2.9304047
0.31603282     -4.9061846
0.26518914     -0.79420709
0.022209749     3.3083759
-0.26363519     -1.7285445
3.5433778     4.6399009
-1.2844852     -1.6453196
-0.0027529935     1.0461713
0.52468839     -0.73515082
0.13974616     0.10065179
-4.6731653     -3.3182942
2.9939452     3.3327803
1.4173538     -3.5524913
-4.1330222     2.4343999
-1.1463928     3.7204899
3.2277507     -3.0598093
-2.2201968     0.39001098
-4.5964407     2.7871117
-4.1979939     1.6223717
-0.5417421     0.81921133
-1.7295522     -2.1871166
-4.7302309     -1.6113439
4.2252434     -3.005468
3.4979673     1.1043889
3.1155644     -1.2556079
-4.4627765     4.2579455
3.8309809     -4.6663586
4.627066     1.6912272
-4.2307154     -2.9691799
-3.8600057     0.071110164
-1.2762367     2.0953471
-0.2976749     -2.7604364
3.4720107     3.2312464
-1.6463912     -4.2267016
-0.94664163     -1.9259009
-0.47407878     -0.86515522
-1.4556367     -4.7126753
-4.2184468     0.40061593
-1.219877     -3.3327925
0.2304412     1.8867277
1.8950297     -2.080935
-0.17716038     3.1055118
4.8738674     -4.4801332
-3.1121373     1.0034448
-0.5744844     0.96819899
-1.3819272     -2.8150853
-0.68718277     -0.084677026
2.1272782     -3.5078853
-4.0120307     0.53713648
-0.089604559     -1.898197
1.0038688     1.0995052
-0.64059493     -0.37943605
3.5684065     3.9130129
4.3538044     -3.6726191
-3.6512748     0.44138647
0.65452127     1.0961149
-0.66479434     -0.25373058
0.59304078     3.3873551
4.6449485     2.7650144
-3.0723039     -2.4924634
3.9584886     -1.9926405
4.5720186     1.3505404
3.9830203     -1.1898254
3.0234145     1.2278411
-3.1788928     3.5652619
-1.5766652     -3.1931401
-3.3960492     2.4062268
-3.4452366     -3.3986315
-1.0885279     0.86971615
1.3756873     -4.3647086
-1.318612     -1.055961
1.9357972     2.1607548
1.4012449     2.4460376
2.7068494     -4.1868494
-0.63641338     1.4910243
-1.8497355     1.1213534
4.1821056     4.6852425
1.8140643     -2.936103
1.7092501     1.5016593
1.7433431     -1.74096
-0.13118135     2.8353745
2.7361507     0.72590518
1.0908959     4.4632168
-0.50061102     -3.0498174
4.3186823     3.0171112
-4.7316406     -4.974636
1.4856997     -0.58391566
1.5111842     4.3578421
-3.7076391     -3.8568969
1.2663085     -4.141098
-4.0243964     3.1008494
1.5901987     2.0806573
3.9775578     -3.5797725
0.90613928     3.2603067
3.9973034     4.9488987
-4.781473     -0.075226059
4.7897645     -1.8562986
0.51640593     0.85298271
-1.115686     1.8064361
0.18281946     -2.668153
-0.60909308     1.0521266
0.30345103     2.6232802
3.2723609     -4.7309782
-3.9474705     2.7641966
-4.785226     2.3808275
-2.7804041     -0.086460391
-2.2136456     2.6936568
1.9882297     4.8654797
-1.0122978     3.4380467
-0.062594493     2.8707737
0.60899894     4.3430625
4.1721391     2.678263
-2.6107124     2.2769267
-2.0089995     3.4447171
-4.8054956     -3.5869848
0.21504154     2.1181892
-1.4360101     -4.624597
-2.4489816     -4.4174769
0.6434156     2.0829452
-3.5818719     -2.2389856
1.0884107     -2.1522972
0.18162115     -3.4622657
3.276854     0.39819642
1.5706089     -2.3933334
3.2696969     3.188099
-2.8233689     2.7467234
-4.7627996     -1.6018153
-2.3426828     -2.1485673
0.93101031     -1.4585256
-2.8332776     1.7054343
-4.3755887     -1.2928329
-1.2758538     4.7793104
2.5346105     2.4138019
4.8190273     3.8124618
-1.5561668     -1.0056319
-1.3233624     -4.6476285
0.81242983     -0.48865542
2.5197045     -4.3261142
2.4561774     -2.1383166
-2.5353074     0.10565071
1.1658934     -4.1785661
2.5094925     2.5995548
-2.1357209     -3.0806689
4.2115094     -3.2369491
2.0378052     -2.2529621
1.8639784     4.9076884
3.3477908     1.0533392
-4.1872793     2.7930325
3.9186753     -1.3174815
-4.1422201     4.2442537
1.3740859     3.4193856
-1.7458462     -2.0138376
-0.3300303     -2.3853931
4.9383247     1.5630495
4.6124111     3.9885497
-1.5086441     -3.6318598
-4.5443723     0.41513361
-3.6420351     -0.33265157
1.2613094     3.3924627
4.1501803     -1.0185581
2.08097     4.1752767
-3.7554119     4.1827308
-3.0862115     -1.7421346
1.2054163     2.1907594
4.1610753     -2.4919479
-1.772905     -1.260548
-2.7737849     -0.78941521
-0.076651893     -0.19489698
0.70660311     3.3106259
-2.7681775     1.9329093
3.1125623     3.2387371
-3.7123472     -3.4702293
-0.7310833     -1.7866953
-0.6005652     3.4535241
-1.0042023     -2.2334045
-0.47554233     -2.0287306
1.0360785     4.7928953
-2.5296333     -4.0551407
0.31470016     1.5107574
-2.3443629     -3.9975497
4.4822902     -2.1688355
1.0570635     -3.7966208
4.9353346     -1.4764167
1.9999546     1.8203558
1.4897645     0.32371348
-2.1276472     -4.993719
-2.0934446     1.206807
1.0156069     0.14568433
1.5227024     4.9250042
0.54328109     -1.6919209
1.5700975     2.5412628
-3.9198763     -3.4020567
3.1520607     0.9356041
-4.646889     -4.4466683
Using Farey_fractions: 251.84644
Using long double: 251.84645
